喂遲啲去唔去旅行啊	ssssssbes
"同埋"想做乜囖	sbesssss
其實我成日覺得吓即係我哋哩啲局外人睇呢	besbebesbebebebmess
亞視其實如果要有成做到成功	bebebesssssbe
好似你而家講嘅殺着就係哩個	besbessbessbe
重犀利過任一招嘅就係"我照搬	sbessbesssssss
"我就做得好過你𡃉嘞	ssssssssss
"噉即係話你哋係要做一啲做唔到嘅或者喀即係做唔到嚹	ssbesbesssbessssbesbessss
唔係	be
未必𡃉	bes
我聽過佢哋有啲人度橋嗰啲啊好驚亞視𡃉	sssbebesbebesssbes
"喂喂唔好俾佢知道啊	sssbessbes
知道呢佢會早過我哋出街做殘條橋𡃉	besssssbebesssss
變咗做死我哋𡃉	ssssbes
"即係佢都好驚你哋用哩招	sbessssbesss
有冇人做過呢	bessss
冇啊	ss
冇乜嘢驚	sbes
一早聽人做"新上海灘"嘅時候我就做個"新新上海灘"搞你	bessssbmmessbesssssbmmmesss
噉有冇	sbe
都唔會用哩招喇	sssssss
冇嚹	ss
冇嚹	ss
你話如果係講哩樣嘢好早之前已經未有"新上海灘"已經有"上海風雲"	ssbessbesssbebesssbmmesbessbmmes
好驚𡃉喎	ssss
佢真係	sbe
做咗嚹秋官嗰陣時候已經	sssbebmmebe
即係其實你數落呢亞視咁多年呢其實真係有你話你講創意或者講即係包裝	bebessssbessssbebesssssbebesbebe
但係硬係呢起唔到圍啫嗎	bebesssssss
即係次次都話"噓來喇來喇哎吔吔吔	bebessssssssbess
""噓來吖來吖哎吔吔吔	sssssssbess
"即係成日成日都係噉樣樣𡃉	sbebebessbmes
永遠都有一樣嘢撳住你	bessssssss
誒其實係你做做阿二係噉囖我覺得	sbessssbessssbe
唔係	be
我問返嗰樣嘢	sssbes
你係唔係要做一啲做唔到嘅嘢你哋先能夠成功呢	ssbessbesssssbesbebes
我哋我哋想	bebes
或者佢跟我哋會死嘅嘢囖	bessbesssss
喀	s
嗰樣嘢會係啲乜嘢呢	bessssbes
即係你一定諗過𠺝	besbesss
唔係	be
我哋開頭咪咪覺得"睇真Ｄ"佢跟我哋會死囖	bebessbesbmesssbesss
點解佢會跟你會死	bessssss
即係我哋覺得因為其實等於因為其實係好辛苦𡃉	bebebebebebebebessbes
即係因為我哋個諗法就係因為佢哋大家都係想唔好咁辛苦	bebebesbessbebebesssbesbe
唔好搞咁多嘢吓	besssss
食慣好嘢	ssss
噉囖	ss
即係噉樣係唔係即係都有一種誒誒誒工作上邊嘅哲學或者一個諗法就	bebesbebesssssssbebesbebessbes
係啊	ss
我覺得佢哋會係噉囖	sbebessss
但係我哋就誒爛爛做囖	bebessssss
我覺得我哋係爛做囖	sbebessss
噉哩個係直情係武俠上邊嘅對拳啊	sbesbesbebesbes
即係唔同你用花招啊	bessssbes
你一拳我一拳	ssssss
即係食力呢食到睇下邊個痛為止啊	besssssssbesbes
誒係啊	sss
但係原來即係因為佢哋睇下佢對嗰個節目個壓力幾大囖	bebebebebessssbebesbesss
即係譬如好似做"睇真Ｄ"噉	bebebessbmess
我哋嗰陣時其實點解佢咁遲開	bebmebebessss
我諗個原因都係噉	sssbesss
因為其實真係辛苦	bebebebe
但係其實係諗好耐	bebessss
諗好耐要唔要咁辛苦	sssssssbe
要唔要咁辛苦	ssssbe
同埋係要疏	besss
因為佢哋始終都係一間大機構呢	bebebesssssbes
佢哋要郁一啲嘢係同我哋要郁一啲嘢係好唔同啊	bessbesssbessbesssbes
即係個機動性冇咁重	besbessss
係啊	ss
所以其實即係打游擊有打游擊嘅好處囖	bebebebmesbmesbes
就係話"喂不如聽日打仗嘍	sssssbebebes
喂來啊來啊	sssss
"噉跟住就打𡃉嚹我哋	ssbessssbe
噉但係打完之後就啲嘢爛晒	sbessbesssss
好難搞囖	ssss
有排都未起返	bessss
噉但係就即係以一個即係工作環境來講係我覺得係無敵囖	sbesbesssbebebessssbesbes
即係對我哋來講	besbess
對一個創作人來講係無敵𡃉	sssbessssbes
即係對老闆未必係好事	besbebesbe
但係對我哋來講係絕對係無敵嘅工作""	besbesssbesbesbess
即係真係嗱即係你而家係去到嗰個階段就係諗到想做就做𡃉嘞	bebesbesbesbebebessssssssss
係	s
噉同埋誒因為實在所有人都習慣打仗囖我哋	sbesbebebessbebesbe
噉所以其實啲耐力好緊要啊	sbebesbesbes
即係如果真係要鬥耐力如果當我都有劉德華當我都有咁多咁重要嘅	bebebessbebesssssbesssssssbes
其實我哋即係我哋成日都有種信念就係話"你試下俾我有嗰啲人"噉樣	bebebebebesssbessssssssssbessbe
同埋我哋有陣時重搞笑	bebebmesbe
哩個會唔會係自我安慰嘅一個方法呢	bessssbebesssbes
我覺得唔係	sbebe
即係釋然咗少少都係	bebesbess
你覺得係真𠸏	sbesss
我覺得係真嘅	sbesss
我絕對相信	sbebe
唔係𠸏	sss
即係你唔好俾我有嗰六百個藝員	besbessssbesbe
係	s
唔係	be
因為呢我哋有陣時人實係會𡃉	besbebmesssss
你度橋呢	sbes
度人哋啲橋好開心𡃉	sbesssbes
即係覺得如果我係	bebebess
即係可能又係噉諗喇	bebesssss
"折墮嘍"噉樣	sbessbe
我就多嘢玩嘍"噉囖	sssssssss
即係其實可能大家都調轉來諗	bebebebesbess
噉所以我哋有陣時好似譬如你話志偉佢哋嗰啲噉嘅嗰啲呢	sbebebmebebessbebebessbes
"掌門人"	sbmes
喀	s
其實我哋好早睇	bebesss
佢做咗好耐𡃉嚹其實	sssssssbe
我哋好早睇	besss
嗰個係我哋心願	besbebe
你一望住嗰啲節目係流口水𡃉	ssssbebesbmes
但係我去邊度揾咁多呢	bessbessss
即係當我冇嗰啲	besssbe
邊個人想睇阿乜水贏點答嗰個問題呢噉樣	bessssbesssbebesbe
噉所以望第一次咪會流口水囖	sbesbesssbmes
嗯	s
即係啲條件	besbe
係啊	ss
係會有有係會有自愧不如嘅哩樣嘢	sssssssbmmesbes
噉又或者即係譬如講返真係喺作為一個電視製作人呢	ssbebebessbesbessbebess
即係咁多年你覺得你自己譬如做到即係哩一刻鐘呢你覺得對於香港嘅電視水準	bessssbesbebessbessssssbebebesbebe
誒冇乜啊我覺得	sssssbe
唔係	be
我我成日如果你問我其實冇乜心願𡃉	ssbebesssbessbes
即係我覺得係電視其實應該係嗰陣時有個老闆成日講吖嗎即係""	besbesbebebesbmessbebesssbess
即係應該你係做一啲嘢呢係俾個社會好少少嘅嘢	bebesssbesssssbesbess
即係譬如可能我嘅生活冇辦法去到嗰種噉嘅環境	bebebessbesbebessssbe
其實你係應該俾咗個夢想囖	bessbesssbes
噉我覺得我哋未做到	ssbebesbe
我想做啊其實	ssssbe
但係我覺得係我哋而家冇人做過一啲乜嘢節目	besbesbebessssbebebe
你覺得"係嚹即係嗰個係我個夢想	sbesssbebesssbe
"反而其實日本節目我覺得係有	sbebebebesbess
即係所以狂睇日本劇集就係噉	bebessbebesss
其實佢係俾咗個夢想你囖	besssssbess
即係話俾你聽人際關係可以咁好啊啲男女主角可以咁靚啊	bessssbmmebessssssbebesss
誒好窮都好有型啊噉樣	sssssbesbe
噉但係香港其實都冇未行囖我覺得嗰步	sbebebessssssbess
我係誒睇即係以前"三國誌"噉呢	ssssbebesbmesss
即係唔係你哋台嗰個啊	bebebesbes
噉𠻺即係做將軍呢真係好好打𡃉	ssbesbesbesbes
揸把刀劈得幾刀𡃉	ssssssss
噉啲手下又聽晒佢話	ssbesssss
噉就譬如作為一個即係女性嘅領導人呢你會唔會有啲手下即係男性佢𠴕你𡃉	ssbebessbebesbmesssssbebebebessss
即係覺得"喂唓得唔得𡃉	bebesssssss
喂噉樣	sbe
"即係會唔會作為一個女性嘅即係高層人士呢會有啲乜嘢問題發生	sbesssbessbesbebebessbebebebe
誒我覺得我有晒所有女人嘅缺點囖	ssbesssbebesbes
所以其實都有陣時都會提醒自己	bebesbmessbebe
因為呢通常呢即係女人都會有一個問題𡃉	besbesbebesssssbes
就係會錫個乖嘅	sssssss
唔係錫個叻嘅	bessss
喀	s
哩個男人都有𡃉我覺得	bebessssbe
係呀	ss
哦我以為淨係女人先會噉	ssbebebesss
男仔錫個賺錢嗰個多嘅噉呀	bessbebessss
噉所以其實都誒提醒自己唔好唔好噉囖	sbebessbebebebess
但係我究竟係唔係噉	besbesbes
我真係唔係好清楚	sbebesbe
嗯	s
唔係	be
佢用咗個字已經表露晒喇	sssssbebess
佢用個錫字吖嗎	sssssss
男人唔會用個錫字	bessssss
𢱕個曳嘅打𡃉喎我哋係	sssssssbes
係啊	ss
我諗	ss
誒唔係	sbe
我不斷噉提醒自己唔好囖	sbesbebebes
因為我都見到好多缺點	bessssssbe
我諗女人係有啲缺點嘅	ssbesbebes
即係會會誒係啊有好多問題我諗	bessssssssbess
講返轉頭	ssbe
如果講返大啲呢	besssss
你而家做嗰樣嘢係唔係你即係你從來想做嘅嘢呢	sbesbessbesbesbesssss
抑或你少女嘅時候唔係諗住做哩啲嘢嘅	besbesbebesssbess
唔係啊唔係啊	besbes
唔係	be
我從來哩個從來唔係我想做嘅嘢來𡃉	sbebebebesssssss
但係誒我想揀啲舒服啲嘅嘢做囖	besssssbesssss
吓	s
因為我自己讀電影𡃉	besbesbes
噉我覺得我分到囖	ssbessss
我分到誒乜嘢叫好嘅電影導演同埋乜嘢叫藝術家囖	ssssbesssbebebebesbmes
噉我唔想做個三流嘅藝術家	ssssssbesbme
噉所以入行做電視囖	sbebesbes
覺得電視即係唉你當一份工都嘅噉囖	bebebessssssssss
噉對我來講我覺得係舒服𡃉其實做電視	ssssssbesbesbesbe
哦	s
你嘅意思係原本你有崇高偉大嘅電影理想但係就知道自己力有不逮	ssbesbessbebesbebebesbebebmme
於是就轉而就走去搞哩啲普羅大眾嘅電視	besbesbesbebmmesbe
係啊	ss
係啊	ss
退而求其次	bmmme
唔係	be
即係哩個唔係好刻意嘅	bebebesbes
即係冇你講得咁複雜	besssssbe
我諗法就係唔好咁辛苦	sbessbesbe
嗯	s
但係點知你係聰明嘅抉擇吖嗎	bebessbesbess
你做電影就死嚹而家	ssbesssbe
冇冇得俾你創作咁滯𠻹啊	sbessbebess
唔係	be
做電影其實係我我一定做唔到𡃉我覺得	sbebesssbesssssbe
即係讀還讀	besss
讀完更加知道做唔到	ssbebesss
係啊	ss
做唔到	sss
即係你覺得係好好難好難受啊	besbesssssbes
即係如果你尤其是將嗰樣嘢睇得太認真嘅時候呢你覺得自己係個三流嘅藝術家呢	bebesbmesbessssbesbessbebessbesbmes
係唔係覺得喺電視就冇哩個壓力呢	sbebesbessbebes
係啊	ss
電視可以當一份工	bebessss
唔係一個藝術嘅媒界來你會覺得	bessbesbesssbe
唔係	be
電視唔係一個要原創性好高嘅媒即係人哋你唔會對自己話我係你唔會	bebesssbesssssbebessssbessssss
我覺得唔得囖	sbesss
因為你係要向市民負責囖噉囖	bessssbebesss
""係嚹	ssss
係嚹	ss
有少少	sbe
情況好啲	bess
我覺得感覺好啲𡃉	sbebesss
唔怪得知我哋啲電視唔係好成功	bmmebesbebesbe
	
喀	s
即係再中興噉樣嚹	besbebes
因為譬如好多媒體又弱咗嘞	bebebebessss
噉樣	be
噉你點睇哩個大趨勢𡃉	ssssbesbes
即係有得做嘅	bebess
係𡃉	ss
我覺得係其實而家而家係𡃉	sbesbebebess
不過問題就係究竟要點行囖	bebessbessss
喀	s
即係你冇一套諗法嘅	bessssbes
誒誒冇𡃉	ssss
我都話好多心血	sssbebe
都係扯線扯手	ssssss
唔係	be
誒其實係即係其實我覺得唔好諗得咁唔好諗唔好諗得咁複雜啊我成日覺得	sbesbebesbebesssbesbesssbessbebe
即係其實等於我哋有陣時成日會走錯路	bebebebebmebessss
就係話啲觀眾要乜嘢啊	ssssbesbes
即係成日坐喺度諗啲觀眾要乜嘢	bebesbessbesbe
其實真係唔知啊	bebesss
即係冇辦法可以到觀眾要乜嘢	besbebesbesbe
即係譬如好似我哋誒話"哎其實佢哋唔想睇嗰啲嘢	bebebebessssbebesssbes
"但係其實你睇下"真情"你就會知道點解你話啲人唔想睇啲好即係噉樣	sbebessssbessssbebesssssssssbebe
其實係重係好多人睇	besssbess
同埋唔好話係師奶睇喎	bebessbess
闔府統請𡃉	bmmes
係啊	ss
相當大嘅	bess
噉變咗即係我哋成日喺度諗喎	sssbebebebess
"哎其實係唔係應該可以噉	ssbesbebebes
係唔係應該可以噉	sbebebes
"其實係乜嘢嘅呢	sbesbess
其實你做到嗰個最好其實就已經好好𡃉嚹噉囖	besssbessbesbessssss
噉對於譬如話喺即係亞視來講呢	sbebessbebesss
你而家就覺得係一個即係對你來講係舒服又可以耐唔時做到一啲嘢嘅	sbesbesssbesssssbesbebmessbess
噉重有冇一個嘅誒理想𡃉即係實質上	ssbessssbesbebme
誒冇乜喎	ssss
嗱即係你又唔會做管理層啊	sbesssssbmes
即係你喺製作上邊已經即係做到係相當之自把自為𡃉嚹已經係	bessbebebebesssbmebmmessbes
係啊	ss
個性格問題啊	sbebes
係	s
係啊	ss
我覺得我好滿足而家𡃉	sbessbebes
即係我覺得係尤其是有一班同事如果佢同你好	besbesbmesssbebessss
即係度橋	bebe
你我諗都會感覺到喇	sssssbess
即係如果你有一班人同你一齊做嘢	bebesssssssbebe
佢係完全明你講乜嘢	ssbesssbe
大家坐喺度話"死嘞	besbessss
"噉你知道大家係死乜嘢呢	sssbebessbes
而係唔會問你"死乜嘢呢	ssssssssbes
我哋度乜嘢呢	besbes
"噉	ss
噉係好好囖	sssss
噉我唔想冇咗一班同事	ssssssssbe
即係你會係珍惜同事之間嗰個工作關係同埋裏邊得到嘅樂趣係多過實質上喺你嘅即係	besssbebebebebebebebebesbesssbmesssbe
唉我覺得已經係差唔多嚹我已經	ssbebesbmessbe
極𡃉嚹你應該	ssssbe
自己去到極𡃉嚹	bebesss
我個性格去唔到盡""	ssbessssss
作為一個三流藝術家已經	bessbebmebe
能夠做到噉	besss
好極𡃉嚹已經係	ssssbes
噉都好	sss
好正啊	sss
但係市場上邊呢譬如內地有冇得即係諗下呢	bebebesbebesbebesss
譬如我聽呢沿海城市呢就話收亞視係清晰𡃉喎	besssbebessssbesbess
即係你係唔係講𡁵"不如你放棄香港喇	bessbesssbesbebes
返大陸捱得耐啲	sbessss
唔係	be
即係話會唔會有另一個支持點啊	besssssbmebess
"喺順德好歡迎啊你哋	ssbesbesbe
"噉樣	sbe
係啊	ss
嗱譬如你我唔知點樣	sbessssbe
即係我嗰個嗰個即係溝通係點樣或者嗰個策略係點	besbebebebesbebebebess
即係返內地接客啊	besbebes
能夠同內地	besbe
係嘞	ss
即係溝通到嘅時候你可以喺上邊直程住吖嗎	bebessbesbesbebesss
即係哩個我唔知吖	bebessss
唔係	be
嗰個唔係佢嘅範疇嚹	bebessbes
佢係做製作𡃉咋	sssbess
佢已經講咗四次嚹	sbesssss
但係都要諗下即係話係唔係嗰邊嗰啲嗰啲觀眾囖	bessssbessbebebebebes
即係我覺得幾奇怪𡃉哩樣嘢	besbesbesbes
我睇呢佢哋即係而家係唔係即係合法地轉播𠺢嗎	sssbebebesbebebesbess
噉呢但係佢哋係會有有廣告呢賣𡁵哩個禮拜四嘅亞視將會做乜嘢	ssbebessssbesssbebmesbebesbe
即係佢係會有噉樣幫你哋宣傳埋𡃉𡃓	bessssbesbebesss
噉但係即係會唔會有啲噉嘅市場價值呢	sbebesssbessbebes
誒我覺得香淨係香港嘅觀眾口味我哋都照顧唔到	ssbesbebesbebebesbess
即係都未搞得通囖	bessssss
噉變咗我覺得誒嗰陣時吖有個老闆講過句好嘅說話	ssssbesbmesssbesssssbe
佢話大陸呢地大啊勿搏啊	ssbesssssss
唔好搏	bes
哦唔好搞啊	sbess
喂想請問你一樣嘢唧	ssbesssss
即係哩個純粹好奇	bebebebe
完全唔係因為話立心不良啊噉啊喀	bebebesbmmessss
即係亞視有冇倒閉嘅危機𡃉呢吓	bebebebesbesss
誒我覺得唔會囖	ssbesss
即係係唔會嘅	bessss
喀	s
應該冇	bes
應該冇可能𡃉因為	besbesbe
因為嗰啲電視台唔可以話你想幾時倒閉就倒閉	bebebmesbesssbebesbe
唔係噉𡃉應該	bessbe
係係兩牌𠺢嗎應該係	ssssssbes
係唔係啊	sbes
點樣兩牌呢	besss
俾你講下	ssss
唔知阿班講𠺢嗎	sssssss
即係佢做電台見到好似話呢一牌就兩間電視台香港一定有	bessbessbesssssssbmebebes
即係唔可以一個專利吖嗎	besbessbess
噉唔係啊	sbes
喂噉個問題我經濟上我支撐唔到落去	sssbesbessbessbe
我點樣兩牌唧	sbesss
政府""囖	besss
吓	s
你唔使我俾牌費我都死𠿪即係噉樣做法係	sbessbessssbebesss
但係誒唔係	besbe
我成日覺得呢就外間人睇亞視呢係差過我哋自即係你哋會睇	sbebessbessbessssbesbebess
因為其實我諗係應該噉講啊	bebesssbesss
即係我哋有惻隱之心啊	bebesbmmes
你明唔明啊	sssss
陰公嚹	bes
唔係你哋	bebe
唔係唔係	bebe
唔係啊	bes
嗰樣嘢真係係公專有快樂啊	besbesbesbes
唔係個情況冇你哋睇到咁壞	besbesbessss
唔係𠻗	bes
即係譬如譬如你從來冇見過屋村嘅	bebebesbesssbes
即係自己本身係小康喇	bebebesbes
中產人	bes
噉你望埋去屋村	sssssbe
陰公嘍	bes
即係啲居住環境又唔好啊	besbebessss
啲小朋友即係冇地方玩啊	sbmebesbess
"諸如此類	sbmme
又雜啊	sss
即係噉樣	bebe
但係其實如果你係喺屋村你發覺裏邊係有樂趣𠺢嗎	bebebesssbesbebessbess
係啊	ss
走廊伏喱喱不知幾好玩啊呵	bebmesssbess
係嘞	ss
即係你咪有哩隻樂趣囖	besssssbes
唔係	be
同埋係我諗哩個係亞視其實我諗最大嘅問題就可能喺嗰個即係形象嗰度嗰個處理嗰度	besssbesbebesssssbesbesbebebebebebebe
即係等於好似殺雞事件	bebebessbe
即係唔使噉樣搬晒啲雞出來睇住大家點焗死	bebebessssbessbesss
噉其實根本個台裏邊個情況唔係咁唔係危機重重𡃉其實都	sbebessbesbebesbebmmesbes
即係都喺喺某程度上我覺得係幾安穩𡃉	besssbmmesbessbes
逆境起枕就係哩啲嚹係唔係啊	bmmessbessbes
即係其實某程度可能係傳媒對你哋唔公平呢	bebebmebesbesbesbes
就係當有一樣嘢我哋成日比較呢就係亞視係同等嘅嘢	sssssssbebebesssbesbess
點解人哋噉你哋噉	bebesbes
其實我哋應該將佢唔同噉睇嘞	bebebessbesss
即係呢就係就係誒長江實業	bessssssbmme
喀哩個呢就小規模啲嘅地產公司來𡃉啫	sbesssbessbebesss
即係噉樣睇	bebes
噉變咗你哋噉嘅生存其實都算係噉喇	sssbessbebesssss
唔係	be
因為因為譬如你話講大公司佢有佢都有佢自己嘅困難𠺢嗎	bebebessssbessssssbesbess
即係譬如佢要乜嘢嘅人係同我哋好唔同囖	bebessbessssbesbes
即係可能佢係我哋一倍噉	bebessbesss
噉其實佢哋個壓力都大𡃉	sbebesbesss
不過問題佢即係當佢行出來大家着晒西裝好靚仔噉樣	bebesbesssbebessbesbebe
有個好大嘅嘅建築物	ssssssbme
好宏偉噉	sbes
你又覺得"啊喎	ssbesss
啊你睇下人哋"噉	ssssbess
噉我哋成日都爛身爛世噉解啫嗎	sbebesbmmessss
噉但係誒其實係即係點解我會喺度即係待得咁耐呢	sbesbesbebessbebesssss
就係其中一個原因就係其實幾穩定𡃉	ssbessbessbesbes
即係對我來講係穩定𠸏	besssssbes
噉囖	ss
同埋其實唔係好多人走𡃉咋	bebebebessss
即係即係有啲中層唔係好走𡃉其實	bebebebebesssbe
即係有啲有啲重要嘅變遷固然	bebebebesbebe
即係永遠都有𡃉喇	bebessss
其實無線都有喇噉囖	bebesssss
即係譬如頭先講到呢我想探討下你女性生活嗰方面呢	bebebesssssbessbebesbes
